,AH2011,Educação,Lazer,Negócios,Refeição,Saúde
0,10001,54.0,13.0,29.0,186.0,34.0
1,10002,33.0,10.0,11.0,145.0,4.0
2,10003,18.0,11.0,5.0,45.0,4.0
3,10004,34.0,6.0,7.0,78.0,11.0
4,10005,47.0,15.0,22.0,172.0,15.0
5,10006,9.0,5.0,3.0,12.0,0.0
6,10007,5.0,0.0,3.0,16.0,0.0
7,10008,25.0,8.0,1.0,56.0,4.0
8,10009,42.0,8.0,10.0,162.0,3.0
9,1001,167.0,29.0,94.0,248.0,105.0
10,10010,20.0,3.0,7.0,9.0,4.0
11,10012,4.0,2.0,2.0,10.0,0.0
12,10013,2.0,1.0,0.0,7.0,1.0
13,10014,9.0,1.0,3.0,33.0,1.0
14,10016,2.0,0.0,0.0,1.0,0.0
15,10018,5.0,2.0,0.0,12.0,0.0
16,1002,155.0,37.0,78.0,344.0,105.0
17,10020,12.0,2.0,4.0,24.0,0.0
18,10021,2.0,1.0,2.0,7.0,0.0
19,10022,0.0,0.0,0.0,7.0,1.0
20,10023,7.0,1.0,1.0,8.0,2.0
21,10024,2.0,0.0,0.0,3.0,0.0
22,10025,10.0,3.0,0.0,13.0,3.0
23,10026,9.0,2.0,6.0,44.0,1.0
24,10027,10.0,4.0,3.0,67.0,0.0
25,10028,26.0,13.0,3.0,67.0,5.0
26,1003,103.0,19.0,45.0,190.0,71.0
27,1004,194.0,34.0,116.0,290.0,160.0
28,1005,157.0,29.0,95.0,167.0,137.0
29,1006,97.0,8.0,65.0,153.0,94.0
30,1007,76.0,13.0,40.0,167.0,129.0
31,1008,106.0,25.0,76.0,343.0,41.0
32,1009,182.0,42.0,113.0,333.0,121.0
33,1010,336.0,77.0,301.0,742.0,126.0
34,1011,404.0,114.0,377.0,1153.0,269.0
35,1012,69.0,13.0,46.0,141.0,50.0
36,1013,1.0,0.0,0.0,3.0,0.0
37,1014,112.0,40.0,162.0,215.0,97.0
38,1015,74.0,13.0,32.0,135.0,23.0
39,1016,87.0,16.0,40.0,119.0,42.0
40,1017,74.0,11.0,44.0,144.0,231.0
41,1018,205.0,44.0,87.0,443.0,427.0
42,1019,120.0,23.0,77.0,168.0,233.0
43,1020,93.0,26.0,132.0,284.0,346.0
44,10201,1.0,3.0,1.0,13.0,0.0
45,10202,5.0,1.0,1.0,53.0,0.0
46,10204,0.0,0.0,0.0,7.0,1.0
47,1021,248.0,36.0,154.0,412.0,199.0
48,1022,206.0,35.0,72.0,217.0,193.0
49,1023,134.0,23.0,52.0,204.0,95.0
50,1024,122.0,26.0,98.0,306.0,83.0
51,1025,96.0,16.0,27.0,91.0,134.0
52,1026,99.0,26.0,90.0,267.0,95.0
53,1027,130.0,29.0,110.0,200.0,204.0
54,1028,45.0,9.0,31.0,110.0,81.0
55,1029,106.0,25.0,78.0,297.0,117.0
56,1030,175.0,51.0,37.0,76.0,139.0
57,1031,73.0,30.0,19.0,38.0,26.0
58,1032,72.0,39.0,4.0,186.0,2.0
59,1033,6.0,1.0,0.0,4.0,7.0
60,1034,180.0,53.0,66.0,143.0,104.0
61,1035,344.0,55.0,83.0,439.0,100.0
62,1036,155.0,40.0,35.0,217.0,42.0
63,1037,147.0,33.0,40.0,179.0,66.0
64,1038,173.0,32.0,41.0,126.0,55.0
65,1039,92.0,16.0,12.0,31.0,19.0
66,1040,157.0,29.0,24.0,30.0,46.0
67,1041,53.0,0.0,9.0,5.0,7.0
68,1042,113.0,27.0,23.0,132.0,30.0
69,1043,228.0,36.0,63.0,113.0,110.0
70,1044,83.0,26.0,55.0,156.0,43.0
71,1045,30.0,7.0,10.0,15.0,9.0
72,1046,84.0,23.0,19.0,108.0,23.0
73,1047,91.0,17.0,43.0,79.0,23.0
74,1048,52.0,8.0,16.0,26.0,9.0
75,1049,134.0,14.0,25.0,46.0,65.0
76,1050,78.0,18.0,13.0,57.0,35.0
77,1051,123.0,34.0,14.0,176.0,34.0
78,1052,386.0,69.0,80.0,208.0,108.0
79,1054,214.0,55.0,56.0,217.0,63.0
80,1055,24.0,10.0,7.0,28.0,7.0
81,1056,140.0,27.0,59.0,133.0,78.0
82,1057,263.0,98.0,74.0,245.0,87.0
83,1058,111.0,25.0,36.0,154.0,94.0
84,1059,1.0,0.0,0.0,1.0,0.0
85,1060,37.0,8.0,11.0,20.0,16.0
86,1061,21.0,8.0,2.0,59.0,0.0
87,1062,257.0,42.0,142.0,407.0,240.0
88,1063,102.0,22.0,40.0,110.0,36.0
89,1064,64.0,11.0,56.0,155.0,41.0
90,1065,48.0,13.0,28.0,147.0,32.0
91,1066,143.0,33.0,100.0,277.0,98.0
92,1067,40.0,8.0,47.0,93.0,64.0
93,1068,46.0,10.0,51.0,124.0,58.0
94,1069,137.0,39.0,148.0,524.0,61.0
95,1070,107.0,38.0,119.0,532.0,67.0
96,1071,34.0,5.0,12.0,51.0,23.0
97,1072,74.0,11.0,8.0,21.0,15.0
98,1073,37.0,8.0,22.0,33.0,14.0
99,1074,61.0,18.0,9.0,15.0,20.0
100,1075,72.0,25.0,25.0,163.0,13.0
101,1077,6.0,1.0,3.0,1.0,4.0
102,1078,37.0,5.0,16.0,43.0,61.0
103,1079,12.0,2.0,3.0,27.0,4.0
104,1080,18.0,6.0,8.0,42.0,5.0
105,1081,147.0,36.0,34.0,179.0,33.0
106,11001,31.0,1.0,17.0,130.0,23.0
107,11002,29.0,1.0,20.0,95.0,13.0
108,11003,4.0,2.0,1.0,10.0,3.0
109,11005,5.0,2.0,4.0,29.0,1.0
110,11006,8.0,0.0,4.0,30.0,0.0
111,11007,11.0,2.0,5.0,86.0,1.0
112,11008,1.0,0.0,2.0,8.0,1.0
113,11009,2.0,0.0,0.0,9.0,0.0
114,1101,106.0,17.0,9.0,101.0,5.0
115,11010,4.0,3.0,1.0,9.0,0.0
116,11011,0.0,0.0,0.0,4.0,0.0
117,11014,0.0,0.0,0.0,17.0,0.0
118,11015,0.0,0.0,2.0,18.0,0.0
119,11016,1.0,0.0,1.0,9.0,0.0
120,1102,4.0,0.0,2.0,22.0,0.0
121,1103,28.0,10.0,11.0,41.0,49.0
122,1104,109.0,15.0,15.0,81.0,9.0
123,1105,3.0,0.0,1.0,6.0,0.0
124,1106,210.0,26.0,60.0,227.0,56.0
125,1107,226.0,31.0,71.0,360.0,31.0
126,1108,123.0,29.0,34.0,164.0,17.0
127,1109,156.0,38.0,40.0,239.0,21.0
128,1110,98.0,38.0,17.0,370.0,6.0
129,1111,28.0,5.0,7.0,125.0,0.0
130,1112,5.0,0.0,2.0,20.0,0.0
131,1113,49.0,8.0,11.0,77.0,3.0
132,1114,80.0,24.0,14.0,280.0,6.0
133,1115,8.0,3.0,17.0,38.0,0.0
134,1116,49.0,11.0,38.0,144.0,2.0
135,1117,46.0,8.0,15.0,45.0,0.0
136,1118,7.0,2.0,3.0,63.0,1.0
137,1119,163.0,29.0,59.0,387.0,26.0
138,1120,1.0,3.0,6.0,26.0,0.0
139,11201,2.0,0.0,1.0,22.0,0.0
140,11202,0.0,0.0,0.0,10.0,0.0
141,1121,38.0,14.0,11.0,79.0,14.0
142,1122,75.0,16.0,36.0,218.0,108.0
143,1123,7.0,3.0,1.0,17.0,0.0
144,1124,122.0,27.0,44.0,152.0,46.0
145,1125,101.0,19.0,14.0,41.0,26.0
146,1126,111.0,28.0,75.0,322.0,38.0
147,1127,46.0,8.0,25.0,86.0,17.0
148,1128,175.0,22.0,34.0,99.0,50.0
149,1129,183.0,22.0,33.0,125.0,44.0
150,1130,132.0,18.0,20.0,98.0,32.0
151,11301,10.0,3.0,7.0,27.0,1.0
152,11302,0.0,0.0,3.0,28.0,0.0
153,1131,50.0,19.0,11.0,146.0,3.0
154,1132,143.0,23.0,8.0,78.0,7.0
155,1133,49.0,14.0,11.0,68.0,5.0
156,1134,124.0,17.0,12.0,135.0,10.0
157,1135,97.0,24.0,20.0,183.0,6.0
158,1136,93.0,20.0,13.0,123.0,5.0
159,1137,5.0,1.0,0.0,10.0,0.0
160,1138,36.0,10.0,10.0,72.0,2.0
161,1139,84.0,28.0,26.0,280.0,26.0
162,1140,181.0,34.0,31.0,205.0,26.0
163,1142,425.0,47.0,51.0,263.0,117.0
164,1143,54.0,5.0,32.0,78.0,109.0
165,1144,181.0,21.0,30.0,213.0,43.0
166,1145,4.0,0.0,0.0,8.0,0.0
167,1146,0.0,0.0,0.0,5.0,0.0
168,1147,14.0,2.0,2.0,7.0,3.0
169,1148,4.0,4.0,1.0,3.0,0.0
170,1149,21.0,5.0,7.0,56.0,13.0
171,1150,0.0,1.0,4.0,22.0,0.0
172,1151,527.0,40.0,37.0,178.0,120.0
173,1152,89.0,3.0,2.0,17.0,37.0
174,1153,21.0,7.0,3.0,46.0,3.0
175,1155,5.0,1.0,1.0,41.0,1.0
176,1156,11.0,1.0,7.0,45.0,3.0
177,1157,2.0,0.0,3.0,14.0,0.0
178,1158,46.0,13.0,16.0,35.0,30.0
179,1159,112.0,9.0,28.0,50.0,42.0
180,1160,1.0,0.0,0.0,6.0,0.0
181,1161,4.0,0.0,4.0,15.0,0.0
182,12001,8.0,1.0,1.0,22.0,1.0
183,12002,12.0,2.0,8.0,29.0,11.0
184,12003,44.0,15.0,29.0,212.0,32.0
185,12004,32.0,9.0,27.0,78.0,15.0
186,12005,55.0,22.0,16.0,129.0,9.0
187,12007,33.0,10.0,12.0,91.0,6.0
188,12008,43.0,6.0,12.0,175.0,2.0
189,12009,25.0,3.0,6.0,47.0,1.0
190,1201,37.0,6.0,8.0,31.0,3.0
191,12010,1.0,1.0,0.0,2.0,0.0
192,12011,1.0,1.0,3.0,32.0,1.0
193,12012,7.0,1.0,2.0,5.0,0.0
194,12013,16.0,7.0,11.0,34.0,2.0
195,12014,43.0,9.0,5.0,68.0,7.0
196,12015,27.0,1.0,1.0,12.0,16.0
197,12016,48.0,12.0,23.0,78.0,17.0
198,12017,3.0,4.0,0.0,79.0,0.0
199,12019,44.0,14.0,13.0,155.0,4.0
200,1202,89.0,21.0,21.0,125.0,6.0
201,12020,4.0,2.0,1.0,20.0,0.0
202,12022,3.0,4.0,1.0,18.0,0.0
203,12023,0.0,0.0,0.0,7.0,1.0
204,12025,12.0,2.0,5.0,19.0,0.0
205,12026,24.0,4.0,4.0,28.0,3.0
206,12027,3.0,3.0,0.0,2.0,1.0
207,12028,14.0,10.0,1.0,21.0,1.0
208,12029,6.0,5.0,10.0,32.0,2.0
209,1203,28.0,10.0,11.0,170.0,12.0
210,12032,0.0,0.0,0.0,1.0,0.0
211,12034,173.0,13.0,106.0,188.0,140.0
212,12035,3.0,0.0,0.0,16.0,0.0
213,12036,6.0,1.0,0.0,50.0,0.0
214,12038,1.0,0.0,0.0,7.0,0.0
215,12039,5.0,1.0,5.0,11.0,2.0
216,1204,188.0,22.0,71.0,403.0,100.0
217,12040,3.0,1.0,2.0,0.0,0.0
218,12041,7.0,0.0,0.0,7.0,0.0
219,12042,3.0,0.0,0.0,18.0,0.0
220,12043,40.0,2.0,18.0,40.0,1.0
221,12044,21.0,3.0,6.0,80.0,2.0
222,1205,62.0,11.0,44.0,250.0,89.0
223,1206,19.0,11.0,6.0,60.0,0.0
224,1207,29.0,9.0,13.0,111.0,3.0
225,1208,20.0,3.0,13.0,50.0,2.0
226,1209,12.0,5.0,16.0,90.0,2.0
227,1210,6.0,1.0,1.0,68.0,0.0
228,1211,110.0,32.0,28.0,251.0,6.0
229,1212,25.0,7.0,3.0,38.0,0.0
230,1213,52.0,9.0,8.0,64.0,0.0
231,1214,65.0,15.0,22.0,145.0,10.0
232,1215,37.0,7.0,9.0,107.0,6.0
233,1216,17.0,1.0,0.0,36.0,0.0
234,1217,29.0,5.0,6.0,65.0,0.0
235,1218,101.0,15.0,16.0,229.0,4.0
236,1219,54.0,8.0,10.0,86.0,6.0
237,1220,30.0,7.0,8.0,34.0,0.0
238,1221,81.0,16.0,25.0,185.0,14.0
239,1222,13.0,1.0,4.0,28.0,1.0
240,1223,107.0,23.0,24.0,229.0,7.0
241,1224,48.0,15.0,6.0,130.0,2.0
242,1225,65.0,14.0,12.0,132.0,9.0
243,1226,4.0,1.0,1.0,34.0,0.0
244,1227,10.0,2.0,5.0,62.0,0.0
245,1228,40.0,5.0,4.0,53.0,2.0
246,1229,12.0,1.0,0.0,62.0,0.0
247,1230,17.0,1.0,2.0,47.0,1.0
248,1231,37.0,8.0,3.0,109.0,1.0
249,1232,96.0,14.0,21.0,91.0,3.0
250,1233,5.0,0.0,1.0,26.0,0.0
251,1234,12.0,2.0,2.0,31.0,1.0
252,1235,40.0,14.0,8.0,97.0,4.0
253,1236,7.0,1.0,1.0,37.0,0.0
254,1238,2.0,2.0,2.0,9.0,1.0
255,1239,14.0,0.0,1.0,24.0,0.0
256,1240,1.0,0.0,0.0,0.0,0.0
257,1241,19.0,4.0,3.0,35.0,1.0
258,1242,26.0,7.0,6.0,63.0,1.0
259,1243,7.0,5.0,2.0,11.0,0.0
260,1244,42.0,10.0,12.0,62.0,3.0
261,1246,24.0,1.0,2.0,78.0,0.0
262,1247,15.0,2.0,4.0,68.0,1.0
263,1248,21.0,5.0,0.0,58.0,0.0
264,1249,6.0,1.0,3.0,36.0,0.0
265,1250,58.0,12.0,5.0,72.0,2.0
266,1251,2.0,0.0,1.0,0.0,0.0
267,1252,29.0,2.0,4.0,20.0,0.0
268,1253,15.0,0.0,1.0,18.0,2.0
269,1254,65.0,10.0,13.0,104.0,9.0
270,1256,1.0,0.0,0.0,3.0,0.0
271,1257,4.0,1.0,0.0,1.0,0.0
272,1258,8.0,3.0,1.0,15.0,0.0
273,1259,6.0,0.0,4.0,13.0,0.0
274,1260,0.0,0.0,0.0,1.0,0.0
275,1261,25.0,2.0,3.0,78.0,2.0
276,1262,10.0,1.0,4.0,35.0,0.0
277,1263,17.0,2.0,4.0,22.0,2.0
278,1264,30.0,1.0,6.0,46.0,2.0
279,1265,1.0,2.0,0.0,1.0,2.0
280,1266,20.0,1.0,0.0,13.0,4.0
281,1267,1.0,0.0,1.0,13.0,5.0
282,1268,3.0,0.0,1.0,0.0,0.0
283,13001,38.0,5.0,36.0,177.0,28.0
284,13002,17.0,1.0,5.0,18.0,1.0
285,13003,12.0,3.0,5.0,52.0,2.0
286,13004,3.0,0.0,1.0,6.0,0.0
287,13007,25.0,2.0,17.0,33.0,4.0
288,13008,4.0,1.0,3.0,2.0,0.0
289,13009,21.0,5.0,4.0,62.0,3.0
290,1301,113.0,22.0,36.0,179.0,12.0
291,13010,6.0,1.0,4.0,20.0,1.0
292,13011,19.0,2.0,7.0,15.0,1.0
293,13012,66.0,11.0,27.0,132.0,9.0
294,13015,6.0,0.0,2.0,25.0,0.0
295,13017,2.0,0.0,1.0,17.0,0.0
296,13018,0.0,0.0,1.0,3.0,0.0
297,13019,2.0,2.0,1.0,13.0,0.0
298,1302,19.0,4.0,2.0,17.0,1.0
299,13020,2.0,0.0,0.0,9.0,0.0
300,13021,2.0,0.0,0.0,4.0,0.0
301,13022,5.0,3.0,1.0,6.0,1.0
302,13023,53.0,9.0,22.0,83.0,30.0
303,13024,35.0,3.0,11.0,53.0,1.0
304,13025,5.0,0.0,0.0,11.0,0.0
305,1303,79.0,20.0,28.0,222.0,17.0
306,1304,15.0,4.0,2.0,72.0,1.0
307,1305,54.0,17.0,10.0,78.0,6.0
308,1306,138.0,51.0,57.0,357.0,22.0
309,1307,38.0,13.0,13.0,154.0,2.0
310,1308,69.0,12.0,19.0,162.0,10.0
311,1309,66.0,16.0,11.0,106.0,0.0
312,1310,60.0,21.0,24.0,242.0,8.0
313,13101,1.0,0.0,0.0,3.0,1.0
314,13102,15.0,2.0,6.0,16.0,1.0
315,13103,3.0,2.0,2.0,15.0,0.0
316,13104,0.0,0.0,0.0,5.0,0.0
317,1311,24.0,10.0,9.0,48.0,0.0
318,1312,34.0,11.0,12.0,97.0,5.0
319,1313,54.0,7.0,14.0,148.0,9.0
320,1314,165.0,28.0,67.0,270.0,22.0
321,1315,14.0,4.0,7.0,52.0,0.0
322,1316,31.0,1.0,11.0,11.0,3.0
323,1317,94.0,18.0,16.0,95.0,4.0
324,1318,119.0,19.0,27.0,203.0,12.0
325,1319,35.0,6.0,18.0,63.0,13.0
326,1320,82.0,22.0,31.0,258.0,31.0
327,13201,5.0,0.0,1.0,10.0,0.0
328,13202,1.0,0.0,0.0,7.0,0.0
329,13203,0.0,0.0,1.0,4.0,0.0
330,13204,0.0,0.0,0.0,2.0,0.0
331,13205,2.0,0.0,2.0,6.0,0.0
332,1321,97.0,36.0,35.0,189.0,20.0
333,1322,82.0,15.0,19.0,96.0,10.0
334,1323,41.0,5.0,46.0,220.0,8.0
335,1324,119.0,29.0,28.0,237.0,23.0
336,1325,3.0,0.0,0.0,0.0,0.0
337,1326,44.0,14.0,21.0,28.0,11.0
338,1327,46.0,4.0,22.0,149.0,53.0
339,1328,74.0,20.0,40.0,144.0,9.0
340,1329,39.0,7.0,31.0,154.0,8.0
341,1330,46.0,15.0,18.0,114.0,15.0
342,13301,8.0,0.0,1.0,21.0,0.0
343,1331,51.0,11.0,17.0,171.0,12.0
344,1332,21.0,11.0,17.0,134.0,7.0
345,1333,26.0,9.0,5.0,54.0,1.0
346,1334,11.0,4.0,7.0,30.0,2.0
347,1335,27.0,3.0,17.0,120.0,2.0
348,1336,41.0,9.0,10.0,95.0,5.0
349,1337,35.0,5.0,7.0,36.0,0.0
350,1338,41.0,10.0,15.0,61.0,0.0
351,1339,7.0,0.0,1.0,11.0,0.0
352,1340,8.0,2.0,2.0,32.0,0.0
353,1341,182.0,36.0,40.0,273.0,31.0
354,1342,87.0,10.0,12.0,98.0,7.0
355,1343,10.0,0.0,0.0,25.0,0.0
356,1344,27.0,4.0,8.0,68.0,2.0
357,1345,95.0,25.0,25.0,228.0,3.0
358,1346,42.0,21.0,20.0,200.0,2.0
359,1347,19.0,2.0,6.0,45.0,1.0
360,1348,30.0,9.0,12.0,90.0,2.0
361,1349,45.0,12.0,9.0,67.0,7.0
362,1350,46.0,8.0,8.0,56.0,5.0
363,1351,22.0,4.0,7.0,30.0,1.0
364,1352,159.0,21.0,26.0,204.0,13.0
365,1353,32.0,7.0,7.0,68.0,1.0
366,1354,12.0,1.0,5.0,25.0,2.0
367,1355,220.0,11.0,29.0,202.0,32.0
368,1356,6.0,0.0,3.0,7.0,0.0
369,1357,108.0,29.0,19.0,110.0,18.0
370,1358,82.0,19.0,18.0,91.0,12.0
371,1359,67.0,9.0,10.0,51.0,12.0
372,1360,54.0,9.0,15.0,74.0,7.0
373,1361,37.0,4.0,13.0,38.0,5.0
374,1362,101.0,20.0,33.0,235.0,21.0
375,1363,44.0,12.0,12.0,51.0,3.0
376,1364,41.0,12.0,6.0,77.0,2.0
377,1365,67.0,13.0,19.0,75.0,4.0
378,1366,14.0,2.0,4.0,14.0,2.0
379,1367,20.0,8.0,6.0,66.0,1.0
380,1368,56.0,18.0,21.0,98.0,3.0
381,1369,14.0,7.0,8.0,91.0,2.0
382,1370,12.0,7.0,4.0,22.0,0.0
383,1371,100.0,13.0,19.0,59.0,7.0
384,1372,0.0,1.0,0.0,10.0,0.0
385,1373,150.0,14.0,32.0,132.0,10.0
386,1374,30.0,0.0,3.0,18.0,3.0
387,1375,16.0,2.0,3.0,27.0,0.0
388,1376,2.0,0.0,3.0,4.0,0.0
389,1378,8.0,1.0,3.0,28.0,1.0
390,1380,19.0,7.0,4.0,31.0,1.0
391,1381,0.0,0.0,0.0,2.0,0.0
392,1382,29.0,7.0,21.0,73.0,4.0
393,1383,17.0,2.0,4.0,48.0,0.0
394,1384,30.0,3.0,6.0,33.0,1.0
395,1385,13.0,3.0,4.0,36.0,5.0
